"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2020,10243465,5926,7,2020,"I",,"Y","G","C","2020_07_IN0760100_NIBRS",90571109,0
2020,10243522,5926,8,2020,"I",,"Y","G","C","2020_08_IN0760100_NIBRS",94895564,0
2020,10243579,5926,9,2020,"I",,"Y","G","C","2020_09_IN0760100_NIBRS",94895597,0
2020,10243636,5926,10,2020,"I",,"Y","G","C","2020_10_IN0760100_NIBRS",94895627,0
2020,10243693,5926,11,2020,"I",,"Y","G","C","2020_11_IN0760100_NIBRS",94898471,0
2020,10243750,5926,12,2020,"I",,"Y","G","C","2020_12_IN0760100_NIBRS",94895681,0
2020,8517949,5963,1,2020,"I",,"Y","G","C","2020_01_IN0920100_NIBRS",97018650,0
2020,8565700,5963,2,2020,"I",,"Y","G","C","2020_02_IN0920100_NIBRS",84614188,0
2020,8540039,5963,3,2020,"I",,"Y","G","C","2020_03_IN0920100_NIBRS",97022341,0
2020,8509168,5963,4,2020,"I",,"Y","G","C","2020_04_IN0920100_NIBRS",97022356,0
